term,lemma,lang,type,pos
alternatibo,alternatibo,eu,wiktionary_es,-
altu,altu,eu,wiktionary_es,-
altxaprima,altxaprima,eu,wiktionary_es,-
altzairu,altzairu,eu,wiktionary_es,-
Amaia,Amaia,eu,wiktionary_es,-
amerikano,amerikano,eu,wiktionary_es,-
amodio,amodio,eu,wiktionary_es,-
amu,amu,eu,wiktionary_es,-
anakroniko,anakroniko,eu,wiktionary_es,-
anakronismo,anakronismo,eu,wiktionary_es,-
anana,anana,eu,wiktionary_es,-
anarkia,anarkia,eu,wiktionary_es,-
anarkismo,anarkismo,eu,wiktionary_es,-
anarkista,anarkista,eu,wiktionary_es,-
anbulantzia,anbulantzia,eu,wiktionary_es,-
Andorra,Andorra,eu,wiktionary_es,-
Angola,Angola,eu,wiktionary_es,-
Anton,Anton,eu,wiktionary_es,-
antropologia,antropologia,eu,wiktionary_es,-
antxoa,antxoa,eu,wiktionary_es,-
aporofobia,aporofobia,eu,wiktionary_es,-
arbola,arbola,eu,wiktionary_es,-
ardura,ardura,eu,wiktionary_es,-
aristokratiko,aristokratiko,eu,wiktionary_es,-
aristokrazia,aristokrazia,eu,wiktionary_es,-
armairu,armairu,eu,wiktionary_es,-
Armenia,Armenia,eu,wiktionary_es,-
aro,aro,eu,wiktionary_es,-
arpoi,arpoi,eu,wiktionary_es,-
arraro,arraro,eu,wiktionary_es,-
arraza,arraza,eu,wiktionary_es,-
arrazoi,arrazoi,eu,wiktionary_es,-
arropa,arropa,eu,wiktionary_es,-
arroz,arroz,eu,wiktionary_es,-
arte,arte,eu,wiktionary_es,-
artifizial,artifizial,eu,wiktionary_es,-
artista,artista,eu,wiktionary_es,-
artxipelago,artxipelago,eu,wiktionary_es,-
asimilazio,asimilazio,eu,wiktionary_es,-
asteroide,asteroide,eu,wiktionary_es,-
asto,asto,eu,wiktionary_es,-
astronautika,astronautika,eu,wiktionary_es,-
ateismo,ateismo,eu,wiktionary_es,-
audifono,audifono,eu,wiktionary_es,-
aupa,aupa,eu,wiktionary_es,-
auskalo,auskalo,eu,wiktionary_es,-
autismo,autismo,eu,wiktionary_es,-
automatiko,automatiko,eu,wiktionary_es,-
azido,azido,eu,wiktionary_es,-
ba,ba,eu,wiktionary_es,-
bagoi,bagoi,eu,wiktionary_es,-
bainu,bainu,eu,wiktionary_es,-
balbula,balbula,eu,wiktionary_es,-
bale,bale,eu,wiktionary_es,-
balkoi,balkoi,eu,wiktionary_es,-
baloi,baloi,eu,wiktionary_es,-
bandalismo,bandalismo,eu,wiktionary_es,-
bandera,bandera,eu,wiktionary_es,-
banku,banku,eu,wiktionary_es,-
banpiro,banpiro,eu,wiktionary_es,-
bapore,bapore,eu,wiktionary_es,-
barrena,barrena,eu,wiktionary_es,-
baso,baso,eu,wiktionary_es,-
bata,bata,eu,wiktionary_es,-
batel,batel,eu,wiktionary_es,-
batxiler,batxiler,eu,wiktionary_es,-
baxu,baxu,eu,wiktionary_es,-
belar,belar,eu,wiktionary_es,-
benta,benta,eu,wiktionary_es,-
berde,berde,eu,wiktionary_es,-
Bernedo,Bernedo,eu,wiktionary_es,-
bertso,bertso,eu,wiktionary_es,-
bibote,bibote,eu,wiktionary_es,-
biologia,biologia,eu,wiktionary_es,-
biologo,biologo,eu,wiktionary_es,-
bisita,bisita,eu,wiktionary_es,-
bista,bista,eu,wiktionary_es,-
Bizente,Bizente,eu,wiktionary_es,-
bloke,bloke,eu,wiktionary_es,-
bolada,bolada,eu,wiktionary_es,-
bolante,bolante,eu,wiktionary_es,-
boligrafo,boligrafo,eu,wiktionary_es,-
bota,bota,eu,wiktionary_es,-
botere,botere,eu,wiktionary_es,-
botila,botila,eu,wiktionary_es,-
boto,boto,eu,wiktionary_es,-
botoi,botoi,eu,wiktionary_es,-
boz,boz,eu,wiktionary_es,-
brusa,brusa,eu,wiktionary_es,-
bufalo,bufalo,eu,wiktionary_es,-
bumeran,bumeran,eu,wiktionary_es,-
camping,camping,eu,wiktionary_es,-
campus,campus,eu,wiktionary_es,-
chihuahua,chihuahua,eu,wiktionary_es,-
cicerone,cicerone,eu,wiktionary_es,-
cumbia,cumbia,eu,wiktionary_es,-
dantza,dantza,eu,wiktionary_es,-
datibo,datibo,eu,wiktionary_es,-
datu,datu,eu,wiktionary_es,-
deklarazio,deklarazio,eu,wiktionary_es,-
dekoratibo,dekoratibo,eu,wiktionary_es,-
dekorazio,dekorazio,eu,wiktionary_es,-
demokrata,demokrata,eu,wiktionary_es,-
demokratiko,demokratiko,eu,wiktionary_es,-
demokratizazio,demokratizazio,eu,wiktionary_es,-
demokrazia,demokrazia,eu,wiktionary_es,-
des-,des-,eu,wiktionary_es,-
desindustrializazio,desindustrializazio,eu,wiktionary_es,-
deskolonizazio,deskolonizazio,eu,wiktionary_es,-
desmilitarizazio,desmilitarizazio,eu,wiktionary_es,-
desnazifikazio,desnazifikazio,eu,wiktionary_es,-
dibertsio,dibertsio,eu,wiktionary_es,-
dibertsitate,dibertsitate,eu,wiktionary_es,-
diplomatiko,diplomatiko,eu,wiktionary_es,-
diplomazia,diplomazia,eu,wiktionary_es,-
disko,disko,eu,wiktionary_es,-
dizipulu,dizipulu,eu,wiktionary_es,-
doinu,doinu,eu,wiktionary_es,-
dokumentu,dokumentu,eu,wiktionary_es,-
dominazio,dominazio,eu,wiktionary_es,-
dozena,dozena,eu,wiktionary_es,-
droga,droga,eu,wiktionary_es,-
dromedario,dromedario,eu,wiktionary_es,-
dutxa,dutxa,eu,wiktionary_es,-
ebanjelio,ebanjelio,eu,wiktionary_es,-
ekonomiko,ekonomiko,eu,wiktionary_es,-
enigma,enigma,eu,wiktionary_es,-
enigmatiko,enigmatiko,eu,wiktionary_es,-
entziklopedia,entziklopedia,eu,wiktionary_es,-
epidemiologiko,epidemiologiko,eu,wiktionary_es,-
ermita,ermita,eu,wiktionary_es,-
erraldoi,erraldoi,eu,wiktionary_es,-
erramu,erramu,eu,wiktionary_es,-
erreferentzia,erreferentzia,eu,wiktionary_es,-
erregela,erregela,eu,wiktionary_es,-
erresidentzia,erresidentzia,eu,wiktionary_es,-
erresistentzia,erresistentzia,eu,wiktionary_es,-
erru,erru,eu,wiktionary_es,-
eskizofrenia,eskizofrenia,eu,wiktionary_es,-
eskribitu,eskribitu,eu,wiktionary_es,-
eslogan,eslogan,eu,wiktionary_es,-
espazio,espazio,eu,wiktionary_es,-
espezia,espezia,eu,wiktionary_es,-
espezie,espezie,eu,wiktionary_es,-
espiritu,espiritu,eu,wiktionary_es,-
esportazio,esportazio,eu,wiktionary_es,-
estatua,estatua,eu,wiktionary_es,-
estrategia,estrategia,eu,wiktionary_es,-
-ezia,-ezia,eu,wiktionary_es,-
Ezkarai,Ezkarai,eu,wiktionary_es,-
eztainu,eztainu,eu,wiktionary_es,-
fakokero,fakokero,eu,wiktionary_es,-
falta,falta,eu,wiktionary_es,-
faltsu,faltsu,eu,wiktionary_es,-
familia,familia,eu,wiktionary_es,-
fardel,fardel,eu,wiktionary_es,-
fase,fase,eu,wiktionary_es,-
fatxada,fatxada,eu,wiktionary_es,-
feltro,feltro,eu,wiktionary_es,-
feria,feria,eu,wiktionary_es,-
festa,festa,eu,wiktionary_es,-
fidelitate,fidelitate,eu,wiktionary_es,-
filosofia,filosofia,eu,wiktionary_es,-
filosofo,filosofo,eu,wiktionary_es,-
fin,fin,eu,wiktionary_es,-
flatulentzia,flatulentzia,eu,wiktionary_es,-
fonologia,fonologia,eu,wiktionary_es,-
forma,forma,eu,wiktionary_es,-
franko,franko,eu,wiktionary_es,-
fresko,fresko,eu,wiktionary_es,-
fruta,fruta,eu,wiktionary_es,-
galtzetin,galtzetin,eu,wiktionary_es,-
Gaztela,Gaztela,eu,wiktionary_es,-
genozidio,genozidio,eu,wiktionary_es,-
geografia,geografia,eu,wiktionary_es,-
gerra,gerra,eu,wiktionary_es,-
Gilen,Gilen,eu,wiktionary_es,-
Gillen,Gillen,eu,wiktionary_es,-
Gillermo,Gillermo,eu,wiktionary_es,-
gisa,gisa,eu,wiktionary_es,-
glaziar,glaziar,eu,wiktionary_es,-
gobernu,gobernu,eu,wiktionary_es,-
gol,gol,eu,wiktionary_es,-
gorde,gorde,eu,wiktionary_es,-
gramatika,gramatika,eu,wiktionary_es,-
gris,gris,eu,wiktionary_es,-
helikoptero,helikoptero,eu,wiktionary_es,-
helize,helize,eu,wiktionary_es,-
hiena,hiena,eu,wiktionary_es,-
hipersoniko,hipersoniko,eu,wiktionary_es,-
homosexual,homosexual,eu,wiktionary_es,-
homosexualitate,homosexualitate,eu,wiktionary_es,-
identifikazio,identifikazio,eu,wiktionary_es,-
identitate,identitate,eu,wiktionary_es,-
igneo,igneo,eu,wiktionary_es,-
ijito,ijito,eu,wiktionary_es,-
iman,iman,eu,wiktionary_es,-
imitazio,imitazio,eu,wiktionary_es,-
independentzia,independentzia,eu,wiktionary_es,-
industrializazio,industrializazio,eu,wiktionary_es,-
infiltrazio,infiltrazio,eu,wiktionary_es,-
informazio,informazio,eu,wiktionary_es,-
institutu,institutu,eu,wiktionary_es,-
internazional,internazional,eu,wiktionary_es,-
internazionalismo,internazionalismo,eu,wiktionary_es,-
intsektu,intsektu,eu,wiktionary_es,-
izkina,izkina,eu,wiktionary_es,-
jende,jende,eu,wiktionary_es,-
jengibre,jengibre,eu,wiktionary_es,-
jirafa,jirafa,eu,wiktionary_es,-
Joana,Joana,eu,wiktionary_es,-
justifikazio,justifikazio,eu,wiktionary_es,-
kafeina,kafeina,eu,wiktionary_es,-
kaka,kaka,eu,wiktionary_es,-
kakahuete,kakahuete,eu,wiktionary_es,-
kaltzita,kaltzita,eu,wiktionary_es,-
kanguru,kanguru,eu,wiktionary_es,-
kapitalismo,kapitalismo,eu,wiktionary_es,-
kapitalista,kapitalista,eu,wiktionary_es,-
kapo,kapo,eu,wiktionary_es,-
karlistada,karlistada,eu,wiktionary_es,-
kastore,kastore,eu,wiktionary_es,-
Katalunia,Katalunia,eu,wiktionary_es,-
kaxa,kaxa,eu,wiktionary_es,-
kikara,kikara,eu,wiktionary_es,-
kilate,kilate,eu,wiktionary_es,-
kilogramo,kilogramo,eu,wiktionary_es,-
koaderno,koaderno,eu,wiktionary_es,-
kobre,kobre,eu,wiktionary_es,-
koke,koke,eu,wiktionary_es,-
kolera,kolera,eu,wiktionary_es,-
kolonizazio,kolonizazio,eu,wiktionary_es,-
koltxoi,koltxoi,eu,wiktionary_es,-
kometa,kometa,eu,wiktionary_es,-
komunismo,komunismo,eu,wiktionary_es,-
komunista,komunista,eu,wiktionary_es,-
kondentsadore,kondentsadore,eu,wiktionary_es,-
kondizio,kondizio,eu,wiktionary_es,-
kondizional,kondizional,eu,wiktionary_es,-
kono,kono,eu,wiktionary_es,-
konstituzio,konstituzio,eu,wiktionary_es,-
kontzeptu,kontzeptu,eu,wiktionary_es,-
kontzientzia,kontzientzia,eu,wiktionary_es,-
koral,koral,eu,wiktionary_es,-
Kordoba,Kordoba,eu,wiktionary_es,-
kortxea,kortxea,eu,wiktionary_es,-
kosmonauta,kosmonauta,eu,wiktionary_es,-
kotxe,kotxe,eu,wiktionary_es,-
krater,krater,eu,wiktionary_es,-
kronologia,kronologia,eu,wiktionary_es,-
kuantu,kuantu,eu,wiktionary_es,-
kultura,kultura,eu,wiktionary_es,-
lama,lama,eu,wiktionary_es,-
lanbas,lanbas,eu,wiktionary_es,-
landa,landa,eu,wiktionary_es,-
laratro,laratro,eu,wiktionary_es,-
letra,letra,eu,wiktionary_es,-
Libano,Libano,eu,wiktionary_es,-
libreto,libreto,eu,wiktionary_es,-
lima,lima,eu,wiktionary_es,-
linguistika,linguistika,eu,wiktionary_es,-
llama,llama,eu,wiktionary_es,-
logika,logika,eu,wiktionary_es,-
lupa,lupa,eu,wiktionary_es,-
Makaronesia,Makaronesia,eu,wiktionary_es,-
mandarina,mandarina,eu,wiktionary_es,-
mapa,mapa,eu,wiktionary_es,-
marikoi,marikoi,eu,wiktionary_es,-
marka,marka,eu,wiktionary_es,-
marroi,marroi,eu,wiktionary_es,-
martxo,martxo,eu,wiktionary_es,-
masturbazio,masturbazio,eu,wiktionary_es,-
mauser,mauser,eu,wiktionary_es,-
mediku,mediku,eu,wiktionary_es,-
mekanizazio,mekanizazio,eu,wiktionary_es,-
militarismo,militarismo,eu,wiktionary_es,-
militarizazio,militarizazio,eu,wiktionary_es,-
mina,mina,eu,wiktionary_es,-
misantropo,misantropo,eu,wiktionary_es,-
misil,misil,eu,wiktionary_es,-
mitiko,mitiko,eu,wiktionary_es,-
mito,mito,eu,wiktionary_es,-
modifikazio,modifikazio,eu,wiktionary_es,-
monarka,monarka,eu,wiktionary_es,-
monarkia,monarkia,eu,wiktionary_es,-
monarkiko,monarkiko,eu,wiktionary_es,-
monasterio,monasterio,eu,wiktionary_es,-
monitore,monitore,eu,wiktionary_es,-
moralitate,moralitate,eu,wiktionary_es,-
motozikleta,motozikleta,eu,wiktionary_es,-
multinazional,multinazional,eu,wiktionary_es,-
mundu,mundu,eu,wiktionary_es,-
nazional,nazional,eu,wiktionary_es,-
nazionalismo,nazionalismo,eu,wiktionary_es,-
nazionalista,nazionalista,eu,wiktionary_es,-
nazionalitate,nazionalitate,eu,wiktionary_es,-
nazionalsozialismo,nazionalsozialismo,eu,wiktionary_es,-
nenufar,nenufar,eu,wiktionary_es,-
neurologia,neurologia,eu,wiktionary_es,-
neurozientzia,neurozientzia,eu,wiktionary_es,-
nominatibo,nominatibo,eu,wiktionary_es,-
ofentsiba,ofentsiba,eu,wiktionary_es,-
ogro,ogro,eu,wiktionary_es,-
oilo,oilo,eu,wiktionary_es,-
oligarka,oligarka,eu,wiktionary_es,-
oligarkia,oligarkia,eu,wiktionary_es,-
oligarkiko,oligarkiko,eu,wiktionary_es,-
ondo,ondo,eu,wiktionary_es,-
opaku,opaku,eu,wiktionary_es,-
opalo,opalo,eu,wiktionary_es,-
opera,opera,eu,wiktionary_es,-
operadore,operadore,eu,wiktionary_es,-
operatibo,operatibo,eu,wiktionary_es,-
operazio,operazio,eu,wiktionary_es,-
opereta,opereta,eu,wiktionary_es,-
operkulu,operkulu,eu,wiktionary_es,-
organizazio,organizazio,eu,wiktionary_es,-
orgasmo,orgasmo,eu,wiktionary_es,-
pabo,pabo,eu,wiktionary_es,-
pakete,pakete,eu,wiktionary_es,-
pase,pase,eu,wiktionary_es,-
patata,patata,eu,wiktionary_es,-
pauso,pauso,eu,wiktionary_es,-
pelikula,pelikula,eu,wiktionary_es,-
penintsula,penintsula,eu,wiktionary_es,-
pentagrama,pentagrama,eu,wiktionary_es,-
pertsonal,pertsonal,eu,wiktionary_es,-
pila,pila,eu,wiktionary_es,-
pilota,pilota,eu,wiktionary_es,-
pintxo,pintxo,eu,wiktionary_es,-
piraña,piraña,eu,wiktionary_es,-
pistoi,pistoi,eu,wiktionary_es,-
pistola,pistola,eu,wiktionary_es,-
pisu,pisu,eu,wiktionary_es,-
pixa,pixa,eu,wiktionary_es,-
plaia,plaia,eu,wiktionary_es,-
plastiko,plastiko,eu,wiktionary_es,-
plaza,plaza,eu,wiktionary_es,-
plutokrazia,plutokrazia,eu,wiktionary_es,-
pobrezia,pobrezia,eu,wiktionary_es,-
polaritate,polaritate,eu,wiktionary_es,-
polarizazio,polarizazio,eu,wiktionary_es,-
politiko,politiko,eu,wiktionary_es,-
poltsa,poltsa,eu,wiktionary_es,-
pornografia,pornografia,eu,wiktionary_es,-
portuges,portuges,eu,wiktionary_es,-
potentzia,potentzia,eu,wiktionary_es,-
prepuzio,prepuzio,eu,wiktionary_es,-
presa,presa,eu,wiktionary_es,-
presidente,presidente,eu,wiktionary_es,-
prezio,prezio,eu,wiktionary_es,-
probabilitate,probabilitate,eu,wiktionary_es,-
probintzia,probintzia,eu,wiktionary_es,-
produktibo,produktibo,eu,wiktionary_es,-
produkzio,produkzio,eu,wiktionary_es,-
prostituzio,prostituzio,eu,wiktionary_es,-
psikologia,psikologia,eu,wiktionary_es,-
publizitate,publizitate,eu,wiktionary_es,-
punta,punta,eu,wiktionary_es,-
puntu,puntu,eu,wiktionary_es,-
purifikazio,purifikazio,eu,wiktionary_es,-
puta,puta,eu,wiktionary_es,-
putre,putre,eu,wiktionary_es,-
putzu,putzu,eu,wiktionary_es,-
radar,radar,eu,wiktionary_es,-
radian,radian,eu,wiktionary_es,-
radio,radio,eu,wiktionary_es,-
radon,radon,eu,wiktionary_es,-
raid,raid,eu,wiktionary_es,-
raja,raja,eu,wiktionary_es,-
ralenti,ralenti,eu,wiktionary_es,-
rally,rally,eu,wiktionary_es,-
ramadan,ramadan,eu,wiktionary_es,-
ranking,ranking,eu,wiktionary_es,-
rantxera,rantxera,eu,wiktionary_es,-
rap,rap,eu,wiktionary_es,-
rapanui,rapanui,eu,wiktionary_es,-
rappel,rappel,eu,wiktionary_es,-
rapsoda,rapsoda,eu,wiktionary_es,-
rapsodia,rapsodia,eu,wiktionary_es,-
robotika,robotika,eu,wiktionary_es,-
saltxitxa,saltxitxa,eu,wiktionary_es,-
San,San,eu,wiktionary_es,-
seguru,seguru,eu,wiktionary_es,-
sekularismo,sekularismo,eu,wiktionary_es,-
semaforo,semaforo,eu,wiktionary_es,-
separazio,separazio,eu,wiktionary_es,-
serafin,serafin,eu,wiktionary_es,-
setio,setio,eu,wiktionary_es,-
sexismo,sexismo,eu,wiktionary_es,-
sinekdoke,sinekdoke,eu,wiktionary_es,-
Singapur,Singapur,eu,wiktionary_es,-
soldadu,soldadu,eu,wiktionary_es,-
sozial,sozial,eu,wiktionary_es,-
sozialismo,sozialismo,eu,wiktionary_es,-
sozialista,sozialista,eu,wiktionary_es,-
suizidio,suizidio,eu,wiktionary_es,-
suma,suma,eu,wiktionary_es,-
taberna,taberna,eu,wiktionary_es,-
talo,talo,eu,wiktionary_es,-
tamaina,tamaina,eu,wiktionary_es,-
tekla,tekla,eu,wiktionary_es,-
teklatu,teklatu,eu,wiktionary_es,-
teknokrazia,teknokrazia,eu,wiktionary_es,-
teknologia,teknologia,eu,wiktionary_es,-
teokrazia,teokrazia,eu,wiktionary_es,-
teologo,teologo,eu,wiktionary_es,-
terrorismo,terrorismo,eu,wiktionary_es,-
tibia,tibia,eu,wiktionary_es,-
tiro,tiro,eu,wiktionary_es,-
tradizio,tradizio,eu,wiktionary_es,-
tradizional,tradizional,eu,wiktionary_es,-
trafiko,trafiko,eu,wiktionary_es,-
traiektoria,traiektoria,eu,wiktionary_es,-
tranbia,tranbia,eu,wiktionary_es,-
tranpa,tranpa,eu,wiktionary_es,-
trepeta,trepeta,eu,wiktionary_es,-
tronu,tronu,eu,wiktionary_es,-
truke,truke,eu,wiktionary_es,-
txalupa,txalupa,eu,wiktionary_es,-
txanda,txanda,eu,wiktionary_es,-
txantxa,txantxa,eu,wiktionary_es,-
txartel,txartel,eu,wiktionary_es,-
tximinia,tximinia,eu,wiktionary_es,-
txiste,txiste,eu,wiktionary_es,-
txoke,txoke,eu,wiktionary_es,-
txokolate,txokolate,eu,wiktionary_es,-
txorizo,txorizo,eu,wiktionary_es,-
txuleta,txuleta,eu,wiktionary_es,-
ultzera,ultzera,eu,wiktionary_es,-
Valentzia,Valentzia,eu,wiktionary_es,-
wahabismo,wahabismo,eu,wiktionary_es,-
wahabista,wahabista,eu,wiktionary_es,-
Xisto,Xisto,eu,wiktionary_es,-
yarda,yarda,eu,wiktionary_es,-
zabor,zabor,eu,wiktionary_es,-
ze,ze,eu,wiktionary_es,-
zebra,zebra,eu,wiktionary_es,-
zerbeza,zerbeza,eu,wiktionary_es,-
zerbitzu,zerbitzu,eu,wiktionary_es,-
zeremonia,zeremonia,eu,wiktionary_es,-
zero,zero,eu,wiktionary_es,-
zertzeta,zertzeta,eu,wiktionary_es,-
zeta,zeta,eu,wiktionary_es,-
zibil,zibil,eu,wiktionary_es,-
zibilizazio,zibilizazio,eu,wiktionary_es,-
zientzia,zientzia,eu,wiktionary_es,-
ziklotroi,ziklotroi,eu,wiktionary_es,-
zirkonio,zirkonio,eu,wiktionary_es,-
zirku,zirku,eu,wiktionary_es,-
zirkulu,zirkulu,eu,wiktionary_es,-
zumake,zumake,eu,wiktionary_es,-
abangoardia,abangoardia,eu,wiktionary_fr,-
abant,abant,eu,wiktionary_fr,-
abantaila,abantaila,eu,wiktionary_fr,-
abantailos,abantailos,eu,wiktionary_fr,-
abantzamendu,abantzamendu,eu,wiktionary_fr,-
abrikot,abrikot,eu,wiktionary_fr,-
absente,absente,eu,wiktionary_fr,-
absentzia,absentzia,eu,wiktionary_fr,-
abside,abside,eu,wiktionary_fr,-
Aljeria,Aljeria,eu,wiktionary_fr,-
biera,biera,eu,wiktionary_fr,-
bizikleta,bizikleta,eu,wiktionary_fr,-
camembert,camembert,eu,wiktionary_fr,-
chantilly,chantilly,eu,wiktionary_fr,-
chauvinista,chauvinista,eu,wiktionary_fr,-
chef,chef,eu,wiktionary_fr,-
collage,collage,eu,wiktionary_fr,-
coulomb,coulomb,eu,wiktionary_fr,-
croissant,croissant,eu,wiktionary_fr,-
Danimarka,Danimarka,eu,wiktionary_fr,-
espioi,espioi,eu,wiktionary_fr,-
greba,greba,eu,wiktionary_fr,-
hierarkia,hierarkia,eu,wiktionary_fr,-
Kanbodia,Kanbodia,eu,wiktionary_fr,-
kanixe,kanixe,eu,wiktionary_fr,-
kode,kode,eu,wiktionary_fr,-
letra,letra,eu,wiktionary_fr,-
Maroko,Maroko,eu,wiktionary_fr,-
Norvegia,Norvegia,eu,wiktionary_fr,-
omonier,omonier,eu,wiktionary_fr,-
pabo,pabo,eu,wiktionary_fr,-
raja,raja,eu,wiktionary_fr,-
ralenti,ralenti,eu,wiktionary_fr,-
Suedia,Suedia,eu,wiktionary_fr,-
tren,tren,eu,wiktionary_fr,-
ttantta,ttantta,eu,wiktionary_fr,-
Tunisia,Tunisia,eu,wiktionary_fr,-
txalupa,txalupa,eu,wiktionary_fr,-
Xobür,Xobür,eu,wiktionary_fr,-
Αβάνα,Αβάνα,el,wiktionary_en,-
αγαρδίτης,αγαρδίτης,el,wiktionary_en,-
αγιατολάχ,αγιατολάχ,el,wiktionary_en,-
Αϊντάχο,Αϊντάχο,el,wiktionary_en,-
Αϊόβα,Αϊόβα,el,wiktionary_en,-
αιρκοντίσιον,αιρκοντίσιον,el,wiktionary_en,-
Αλαμπάμα,Αλαμπάμα,el,wiktionary_en,-
Αλάσκα,Αλάσκα,el,wiktionary_en,-
Άλμπερτ,Άλμπερτ,el,wiktionary_en,-
Ανγκουίλα,Ανγκουίλα,el,wiktionary_en,-
ανθέμιο,ανθέμιο,el,wiktionary_en,-
άνορακ,άνορακ,el,wiktionary_en,-
αντεργκράουντ,αντεργκράουντ,el,wiktionary_en,-
Αντίγκουα,Αντίγκουα,el,wiktionary_en,-
άουτ,άουτ,el,wiktionary_en,-
αουτσάιντερ,αουτσάιντερ,el,wiktionary_en,-
απαρτχάιντ,απαρτχάιντ,el,wiktionary_en,-
άπερκατ,άπερκατ,el,wiktionary_en,-
Αριζόνα,Αριζόνα,el,wiktionary_en,-
Άρκανσας,Άρκανσας,el,wiktionary_en,-
αταβιστικός,αταβιστικός,el,wiktionary_en,-
ατζέντα,ατζέντα,el,wiktionary_en,-
Αυστραλασία,Αυστραλασία,el,wiktionary_en,-
Αυστραλία,Αυστραλία,el,wiktionary_en,-
βαθμός Κέλβιν,βαθμός Κέλβιν,el,wiktionary_en,-
βαν,βαν,el,wiktionary_en,-
Βερόνικα,Βερόνικα,el,wiktionary_en,-
βεσέ,βεσέ,el,wiktionary_en,-
Βινς,Βινς,el,wiktionary_en,-
βίντεο,βίντεο,el,wiktionary_en,-
Βιρτζίνια,Βιρτζίνια,el,wiktionary_en,-
βόας,βόας,el,wiktionary_en,-
Βοστώνη,Βοστώνη,el,wiktionary_en,-
γαλόνι,γαλόνι,el,wiktionary_en,-
Γέλοουναϊφ,Γέλοουναϊφ,el,wiktionary_en,-
γεωπολιτική,γεωπολιτική,el,wiktionary_en,-
Γιόντα,Γιόντα,el,wiktionary_en,-
γιοτ,γιοτ,el,wiktionary_en,-
γιοττα-,γιοττα-,el,wiktionary_en,-
Γκάνα,Γκάνα,el,wiktionary_en,-
Γκάρφιλντ,Γκάρφιλντ,el,wiktionary_en,-
γκέι,γκέι,el,wiktionary_en,-
Γκιμπς,Γκιμπς,el,wiktionary_en,-
γκολ,γκολ,el,wiktionary_en,-
Γκόρντον,Γκόρντον,el,wiktionary_en,-
Γκούντμαν,Γκούντμαν,el,wiktionary_en,-
Γκραντ,Γκραντ,el,wiktionary_en,-
Γκρεγκ,Γκρεγκ,el,wiktionary_en,-
γκρέιπφρουτ,γκρέιπφρουτ,el,wiktionary_en,-
Γκρέις,Γκρέις,el,wiktionary_en,-
γκρελίνη,γκρελίνη,el,wiktionary_en,-
Γκριν,Γκριν,el,wiktionary_en,-
γκρουμ,γκρουμ,el,wiktionary_en,-
γλωσσολαλιά,γλωσσολαλιά,el,wiktionary_en,-
Γουόκερ,Γουόκερ,el,wiktionary_en,-
Γουόλτερ,Γουόλτερ,el,wiktionary_en,-
δεινόσαυρος,δεινόσαυρος,el,wiktionary_en,-
Δελχί,Δελχί,el,wiktionary_en,-
δολάριο,δολάριο,el,wiktionary_en,-
Έβαν,Έβαν,el,wiktionary_en,-
Έιμι,Έιμι,el,wiktionary_en,-
Έιντζελ,Έιντζελ,el,wiktionary_en,-
ελληνιστικός,ελληνιστικός,el,wiktionary_en,-
εμού,εμού,el,wiktionary_en,-
Έντι,Έντι,el,wiktionary_en,-
Έντουαρντ,Έντουαρντ,el,wiktionary_en,-
εξα-,εξα-,el,wiktionary_en,-
Έρικ,Έρικ,el,wiktionary_en,-
ευτηκτοειδής,ευτηκτοειδής,el,wiktionary_en,-
ζεττα-,ζεττα-,el,wiktionary_en,-
θεατρόφιλος,θεατρόφιλος,el,wiktionary_en,-
θρίλερ,θρίλερ,el,wiktionary_en,-
ιαγουάρος,ιαγουάρος,el,wiktionary_en,-
Ίαν,Ίαν,el,wiktionary_en,-
Ιλινόις,Ιλινόις,el,wiktionary_en,-
ίντερνετ,ίντερνετ,el,wiktionary_en,-
Ιντιάνα,Ιντιάνα,el,wiktionary_en,-
ινφλουένσερ,ινφλουένσερ,el,wiktionary_en,-
ιστόγραμμα,ιστόγραμμα,el,wiktionary_en,-
Κάθριν,Κάθριν,el,wiktionary_en,-
κακατούα,κακατούα,el,wiktionary_en,-
Καλιφόρνια,Καλιφόρνια,el,wiktionary_en,-
καμικάζι,καμικάζι,el,wiktionary_en,-
καμπάνα,καμπάνα,el,wiktionary_en,-
Καμπέρα,Καμπέρα,el,wiktionary_en,-
Κάνσας,Κάνσας,el,wiktionary_en,-
καουμπόι,καουμπόι,el,wiktionary_en,-
Κάρεν,Κάρεν,el,wiktionary_en,-
Κάρτερ,Κάρτερ,el,wiktionary_en,-
κασάγια,κασάγια,el,wiktionary_en,-
κβάντο,κβάντο,el,wiktionary_en,-
Κέβιν,Κέβιν,el,wiktionary_en,-
κέικ,κέικ,el,wiktionary_en,-
κέικς,κέικς,el,wiktionary_en,-
Κέισι,Κέισι,el,wiktionary_en,-
Κέιτ,Κέιτ,el,wiktionary_en,-
Κέιτι,Κέιτι,el,wiktionary_en,-
Κέλβιν,Κέλβιν,el,wiktionary_en,-
Κέλι,Κέλι,el,wiktionary_en,-
Κένεντι,Κένεντι,el,wiktionary_en,-
Κεντάκι,Κεντάκι,el,wiktionary_en,-
Κιθ,Κιθ,el,wiktionary_en,-
κιλο-,κιλο-,el,wiktionary_en,-
κιλοβατώρα,κιλοβατώρα,el,wiktionary_en,-
κίνα,κίνα,el,wiktionary_en,-
Κινγκ,Κινγκ,el,wiktionary_en,-
