term,target_lang,origin_lang,source_category
παζλ,el,en,Category:Greek_terms_borrowed_from_English
Πάιπερ,el,en,Category:Greek_terms_borrowed_from_English
Πάλμερ,el,en,Category:Greek_terms_borrowed_from_English
πάλσαρ,el,en,Category:Greek_terms_borrowed_from_English
παμπ,el,en,Category:Greek_terms_borrowed_from_English
πάνελ,el,en,Category:Greek_terms_borrowed_from_English
πανοραμικός,el,en,Category:Greek_terms_borrowed_from_English
πάντα,el,en,Category:Greek_terms_borrowed_from_English
πάρκινγκ,el,en,Category:Greek_terms_borrowed_from_English
πάρκινσον,el,en,Category:Greek_terms_borrowed_from_English
Πάτρικ,el,en,Category:Greek_terms_borrowed_from_English
Πέιτζ,el,en,Category:Greek_terms_borrowed_from_English
Πέρσι,el,en,Category:Greek_terms_borrowed_from_English
πιγκ πογκ,el,en,Category:Greek_terms_borrowed_from_English
πικάπ,el,en,Category:Greek_terms_borrowed_from_English
πιόνιο,el,en,Category:Greek_terms_borrowed_from_English
πίπερμαν,el,en,Category:Greek_terms_borrowed_from_English
πόνι,el,en,Category:Greek_terms_borrowed_from_English
πουλόβερ,el,en,Category:Greek_terms_borrowed_from_English
Πωλ,el,en,Category:Greek_terms_borrowed_from_English
ραδιόφωνο,el,en,Category:Greek_terms_borrowed_from_English
Ράιαν,el,en,Category:Greek_terms_borrowed_from_English
ρακούν,el,en,Category:Greek_terms_borrowed_from_English
Ράσελ,el,en,Category:Greek_terms_borrowed_from_English
Ρέιτσελ,el,en,Category:Greek_terms_borrowed_from_English
Ρεμπέκα,el,en,Category:Greek_terms_borrowed_from_English
ρεπόρτερ,el,en,Category:Greek_terms_borrowed_from_English
ριμπάουντ,el,en,Category:Greek_terms_borrowed_from_English
Ρίτσαρντ,el,en,Category:Greek_terms_borrowed_from_English
Ρόι,el,en,Category:Greek_terms_borrowed_from_English
ρόλεϊ,el,en,Category:Greek_terms_borrowed_from_English
ρομαντικός,el,en,Category:Greek_terms_borrowed_from_English
Ρομπέν,el,en,Category:Greek_terms_borrowed_from_English
Ρόμπερτ,el,en,Category:Greek_terms_borrowed_from_English
Ρόουντ Άιλαντ,el,en,Category:Greek_terms_borrowed_from_English
Ρότζερ,el,en,Category:Greek_terms_borrowed_from_English
σαγιονάρα,el,en,Category:Greek_terms_borrowed_from_English
Σάιμον,el,en,Category:Greek_terms_borrowed_from_English
Σάλι,el,en,Category:Greek_terms_borrowed_from_English
Σαμόα,el,en,Category:Greek_terms_borrowed_from_English
σάντουιτς,el,en,Category:Greek_terms_borrowed_from_English
Σάρλοτ,el,en,Category:Greek_terms_borrowed_from_English
Σεβίλλη,el,en,Category:Greek_terms_borrowed_from_English
Σεθ,el,en,Category:Greek_terms_borrowed_from_English
σέλφι,el,en,Category:Greek_terms_borrowed_from_English
σέντερ,el,en,Category:Greek_terms_borrowed_from_English
σέντερ μπακ,el,en,Category:Greek_terms_borrowed_from_English
σέντερ φορ,el,en,Category:Greek_terms_borrowed_from_English
σέξι,el,en,Category:Greek_terms_borrowed_from_English
σεξισμός,el,en,Category:Greek_terms_borrowed_from_English
Σέπαρντ,el,en,Category:Greek_terms_borrowed_from_English
σερ,el,en,Category:Greek_terms_borrowed_from_English
Σέφιλντ,el,en,Category:Greek_terms_borrowed_from_English
Σιέρα Λεόνε,el,en,Category:Greek_terms_borrowed_from_English
σίριαλ,el,en,Category:Greek_terms_borrowed_from_English
σίριαλ κίλερ,el,en,Category:Greek_terms_borrowed_from_English
σκάνερ,el,en,Category:Greek_terms_borrowed_from_English
σκέιτ,el,en,Category:Greek_terms_borrowed_from_English
σκέιτμπορντ,el,en,Category:Greek_terms_borrowed_from_English
σκέιτμπορντινγκ,el,en,Category:Greek_terms_borrowed_from_English
σκορ,el,en,Category:Greek_terms_borrowed_from_English
Σκοτ,el,en,Category:Greek_terms_borrowed_from_English
σλόγκαν,el,en,Category:Greek_terms_borrowed_from_English
Σμιθ,el,en,Category:Greek_terms_borrowed_from_English
σνακ,el,en,Category:Greek_terms_borrowed_from_English
Σον,el,en,Category:Greek_terms_borrowed_from_English
σόου,el,en,Category:Greek_terms_borrowed_from_English
Σούβα,el,en,Category:Greek_terms_borrowed_from_English
Σούζαν,el,en,Category:Greek_terms_borrowed_from_English
σουλφίδιο,el,en,Category:Greek_terms_borrowed_from_English
σουπερμάρκετ,el,en,Category:Greek_terms_borrowed_from_English
σουτ,el,en,Category:Greek_terms_borrowed_from_English
σπριντ,el,en,Category:Greek_terms_borrowed_from_English
Σταν,el,en,Category:Greek_terms_borrowed_from_English
σταννάνιο,el,en,Category:Greek_terms_borrowed_from_English
Στιβ,el,en,Category:Greek_terms_borrowed_from_English
Στίβεν,el,en,Category:Greek_terms_borrowed_from_English
στοπ,el,en,Category:Greek_terms_borrowed_from_English
σωματολογία,el,en,Category:Greek_terms_borrowed_from_English
Τάιλερ,el,en,Category:Greek_terms_borrowed_from_English
τάπερ,el,en,Category:Greek_terms_borrowed_from_English
τάσπιν,el,en,Category:Greek_terms_borrowed_from_English
Τέιλορ,el,en,Category:Greek_terms_borrowed_from_English
τεκίλα,el,en,Category:Greek_terms_borrowed_from_English
τένις,el,en,Category:Greek_terms_borrowed_from_English
Τέξας,el,en,Category:Greek_terms_borrowed_from_English
τερπένιο,el,en,Category:Greek_terms_borrowed_from_English
τεστ,el,en,Category:Greek_terms_borrowed_from_English
τεστοστερόνη,el,en,Category:Greek_terms_borrowed_from_English
τζαζ,el,en,Category:Greek_terms_borrowed_from_English
Τζακ,el,en,Category:Greek_terms_borrowed_from_English
Τζάκσον,el,en,Category:Greek_terms_borrowed_from_English
Τζέικ,el,en,Category:Greek_terms_borrowed_from_English
Τζέικομπ,el,en,Category:Greek_terms_borrowed_from_English
Τζέιμι,el,en,Category:Greek_terms_borrowed_from_English
Τζέιμς,el,en,Category:Greek_terms_borrowed_from_English
Τζέιν,el,en,Category:Greek_terms_borrowed_from_English
Τζέισον,el,en,Category:Greek_terms_borrowed_from_English
Τζένιφερ,el,en,Category:Greek_terms_borrowed_from_English
τζετ σκι,el,en,Category:Greek_terms_borrowed_from_English
Τζεφ,el,en,Category:Greek_terms_borrowed_from_English
Τζιμ,el,en,Category:Greek_terms_borrowed_from_English
Τζίμι,el,en,Category:Greek_terms_borrowed_from_English
τζιν,el,en,Category:Greek_terms_borrowed_from_English
Τζιν,el,en,Category:Greek_terms_borrowed_from_English
τζίντζερ,el,en,Category:Greek_terms_borrowed_from_English
Τζόι,el,en,Category:Greek_terms_borrowed_from_English
Τζον,el,en,Category:Greek_terms_borrowed_from_English
Τζόναθαν,el,en,Category:Greek_terms_borrowed_from_English
Τζόνι,el,en,Category:Greek_terms_borrowed_from_English
Τζόνσον,el,en,Category:Greek_terms_borrowed_from_English
Τζόουνς,el,en,Category:Greek_terms_borrowed_from_English
Τζορτζ,el,en,Category:Greek_terms_borrowed_from_English
Τζόρτζια,el,en,Category:Greek_terms_borrowed_from_English
Τζούλια,el,en,Category:Greek_terms_borrowed_from_English
τηλεφωνικός,el,en,Category:Greek_terms_borrowed_from_English
τηλέφωνο,el,en,Category:Greek_terms_borrowed_from_English
τηλεφωνώ,el,en,Category:Greek_terms_borrowed_from_English
τιρζεπατίδη,el,en,Category:Greek_terms_borrowed_from_English
Τόμας,el,en,Category:Greek_terms_borrowed_from_English
Τόνι,el,en,Category:Greek_terms_borrowed_from_English
Τοντ,el,en,Category:Greek_terms_borrowed_from_English
Τορόντο,el,en,Category:Greek_terms_borrowed_from_English
τοστ,el,en,Category:Greek_terms_borrowed_from_English
τραμ,el,en,Category:Greek_terms_borrowed_from_English
τρανς,el,en,Category:Greek_terms_borrowed_from_English
τρόλεϊ,el,en,Category:Greek_terms_borrowed_from_English
Τσακ,el,en,Category:Greek_terms_borrowed_from_English
Τσαρλς,el,en,Category:Greek_terms_borrowed_from_English
τσεκάρω,el,en,Category:Greek_terms_borrowed_from_English
Τσέλμσφορντ,el,en,Category:Greek_terms_borrowed_from_English
τσιπ,el,en,Category:Greek_terms_borrowed_from_English
τσίχλα,el,en,Category:Greek_terms_borrowed_from_English
Υόρκη,el,en,Category:Greek_terms_borrowed_from_English
φάρμα,el,en,Category:Greek_terms_borrowed_from_English
φαστ φουντ,el,en,Category:Greek_terms_borrowed_from_English
Φίλιπ,el,en,Category:Greek_terms_borrowed_from_English
Φίσερ,el,en,Category:Greek_terms_borrowed_from_English
φλερτ,el,en,Category:Greek_terms_borrowed_from_English
Φλόριντα,el,en,Category:Greek_terms_borrowed_from_English
Χαβάη,el,en,Category:Greek_terms_borrowed_from_English
χάκερ,el,en,Category:Greek_terms_borrowed_from_English
χακί,el,en,Category:Greek_terms_borrowed_from_English
Χάλιφαξ,el,en,Category:Greek_terms_borrowed_from_English
Χαλοουίν,el,en,Category:Greek_terms_borrowed_from_English
χάμπουργκερ,el,en,Category:Greek_terms_borrowed_from_English
Χάουαρντ,el,en,Category:Greek_terms_borrowed_from_English
χάπι εντ,el,en,Category:Greek_terms_borrowed_from_English
Χάρι,el,en,Category:Greek_terms_borrowed_from_English
Χάρις,el,en,Category:Greek_terms_borrowed_from_English
Χάρολντ,el,en,Category:Greek_terms_borrowed_from_English
χατ τρικ,el,en,Category:Greek_terms_borrowed_from_English
Χέμινγουεϊ,el,en,Category:Greek_terms_borrowed_from_English
χένα,el,en,Category:Greek_terms_borrowed_from_English
Χένρι,el,en,Category:Greek_terms_borrowed_from_English
Χέρσεϊ,el,en,Category:Greek_terms_borrowed_from_English
Χιγκς,el,en,Category:Greek_terms_borrowed_from_English
χίντι,el,en,Category:Greek_terms_borrowed_from_English
χιούμορ,el,en,Category:Greek_terms_borrowed_from_English
χιτζάμπ,el,en,Category:Greek_terms_borrowed_from_English
χόμπι,el,en,Category:Greek_terms_borrowed_from_English
ψυχοσωματικός,el,en,Category:Greek_terms_borrowed_from_English
ωογένεση,el,en,Category:Greek_terms_borrowed_from_English
γιουβαρλάκι,el,tr,Category:Greek_terms_borrowed_from_Turkish
οπ,el,tr,Category:Greek_terms_borrowed_from_Turkish
παντζούρι,el,tr,Category:Greek_terms_borrowed_from_Turkish
στράφι,el,tr,Category:Greek_terms_borrowed_from_Turkish
τζουτζές,el,tr,Category:Greek_terms_borrowed_from_Turkish
τσατίζω,el,tr,Category:Greek_terms_borrowed_from_Turkish
τσιφτετέλι,el,tr,Category:Greek_terms_borrowed_from_Turkish
φουφού,el,tr,Category:Greek_terms_borrowed_from_Turkish
α λα καρτ,el,fr,Category:Greek_terms_borrowed_from_French
αβανγκάρντ,el,fr,Category:Greek_terms_borrowed_from_French
αβαντάζ,el,fr,Category:Greek_terms_borrowed_from_French
Αβερόν,el,fr,Category:Greek_terms_borrowed_from_French
Αγγλονορμανδικές Νήσοι,el,fr,Category:Greek_terms_borrowed_from_French
αγγλόφωνος,el,fr,Category:Greek_terms_borrowed_from_French
αγκαζέ,el,fr,Category:Greek_terms_borrowed_from_French
αδενίτιδα,el,fr,Category:Greek_terms_borrowed_from_French
αδρεναλίνη,el,fr,Category:Greek_terms_borrowed_from_French
αεροβίωση,el,fr,Category:Greek_terms_borrowed_from_French
αεροδρόμιο,el,fr,Category:Greek_terms_borrowed_from_French
αεροζόλ,el,fr,Category:Greek_terms_borrowed_from_French
αεροπλάνο,el,fr,Category:Greek_terms_borrowed_from_French
αζούρ,el,fr,Category:Greek_terms_borrowed_from_French
αθεϊσμός,el,fr,Category:Greek_terms_borrowed_from_French
αθεϊστής,el,fr,Category:Greek_terms_borrowed_from_French
Άιφελ,el,fr,Category:Greek_terms_borrowed_from_French
ακαρδία,el,fr,Category:Greek_terms_borrowed_from_French
ακουαρέλα,el,fr,Category:Greek_terms_borrowed_from_French
ακροβασία,el,fr,Category:Greek_terms_borrowed_from_French
αλά,el,fr,Category:Greek_terms_borrowed_from_French
Αλγερία,el,fr,Category:Greek_terms_borrowed_from_French
αλγόριθμος,el,fr,Category:Greek_terms_borrowed_from_French
αλέ ρετούρ,el,fr,Category:Greek_terms_borrowed_from_French
αλκάλιο,el,fr,Category:Greek_terms_borrowed_from_French
αλκαλοειδές,el,fr,Category:Greek_terms_borrowed_from_French
αλκαλοειδής,el,fr,Category:Greek_terms_borrowed_from_French
αλκοόλ,el,fr,Category:Greek_terms_borrowed_from_French
αλκοτέστ,el,fr,Category:Greek_terms_borrowed_from_French
αλμανάκ,el,fr,Category:Greek_terms_borrowed_from_French
αλτ,el,fr,Category:Greek_terms_borrowed_from_French
αλτερνατίβα,el,fr,Category:Greek_terms_borrowed_from_French
αμάλγαμα,el,fr,Category:Greek_terms_borrowed_from_French
αμμωνίτης,el,fr,Category:Greek_terms_borrowed_from_French
αμόκ,el,fr,Category:Greek_terms_borrowed_from_French
αμορτισέρ,el,fr,Category:Greek_terms_borrowed_from_French
αμπαζούρ,el,fr,Category:Greek_terms_borrowed_from_French
αμπαλάζ,el,fr,Category:Greek_terms_borrowed_from_French
αμπαλάρισμα,el,fr,Category:Greek_terms_borrowed_from_French
αμπαλάρω,el,fr,Category:Greek_terms_borrowed_from_French
αμπέρ,el,fr,Category:Greek_terms_borrowed_from_French
αμπιγέ,el,fr,Category:Greek_terms_borrowed_from_French
αμπονέ,el,fr,Category:Greek_terms_borrowed_from_French
αμπραγιάζ,el,fr,Category:Greek_terms_borrowed_from_French
αμπρί,el,fr,Category:Greek_terms_borrowed_from_French
ανδρογόνο,el,fr,Category:Greek_terms_borrowed_from_French
Αντάντ,el,fr,Category:Greek_terms_borrowed_from_French
αντικέρ,el,fr,Category:Greek_terms_borrowed_from_French
αντικερί,el,fr,Category:Greek_terms_borrowed_from_French
αντισηπτικό,el,fr,Category:Greek_terms_borrowed_from_French
αντρέ,el,fr,Category:Greek_terms_borrowed_from_French
ανφάν-γκατέ,el,fr,Category:Greek_terms_borrowed_from_French
αξεσουάρ,el,fr,Category:Greek_terms_borrowed_from_French
αξιολογικός,el,fr,Category:Greek_terms_borrowed_from_French
απεριτίφ,el,fr,Category:Greek_terms_borrowed_from_French
απέταλος,el,fr,Category:Greek_terms_borrowed_from_French
απλίκα,el,fr,Category:Greek_terms_borrowed_from_French
απλολογία,el,fr,Category:Greek_terms_borrowed_from_French
αργκό,el,fr,Category:Greek_terms_borrowed_from_French
αρζαντέ,el,fr,Category:Greek_terms_borrowed_from_French
αριβίστας,el,fr,Category:Greek_terms_borrowed_from_French
Αριέζ,el,fr,Category:Greek_terms_borrowed_from_French
ασανσέρ,el,fr,Category:Greek_terms_borrowed_from_French
ασετόν,el,fr,Category:Greek_terms_borrowed_from_French
ασιανολογία,el,fr,Category:Greek_terms_borrowed_from_French
ασορτί,el,fr,Category:Greek_terms_borrowed_from_French
αταβισμός,el,fr,Category:Greek_terms_borrowed_from_French
ατμόσφαιρα,el,fr,Category:Greek_terms_borrowed_from_French
ατού,el,fr,Category:Greek_terms_borrowed_from_French
ατραξιόν,el,fr,Category:Greek_terms_borrowed_from_French
αυτόγραφο,el,fr,Category:Greek_terms_borrowed_from_French
αφίσα,el,fr,Category:Greek_terms_borrowed_from_French
αψέντι,el,fr,Category:Greek_terms_borrowed_from_French
βαγοτομή,el,fr,Category:Greek_terms_borrowed_from_French
βαλς,el,fr,Category:Greek_terms_borrowed_from_French
βαμπίρ,el,fr,Category:Greek_terms_borrowed_from_French
βαμπιρικός,el,fr,Category:Greek_terms_borrowed_from_French
βενζίνη,el,fr,Category:Greek_terms_borrowed_from_French
βίζα,el,fr,Category:Greek_terms_borrowed_from_French
βιζόν,el,fr,Category:Greek_terms_borrowed_from_French
βιολογία,el,fr,Category:Greek_terms_borrowed_from_French
βιόσφαιρα,el,fr,Category:Greek_terms_borrowed_from_French
βιταμίνη,el,fr,Category:Greek_terms_borrowed_from_French
βιτρίνα,el,fr,Category:Greek_terms_borrowed_from_French
βοτανική,el,fr,Category:Greek_terms_borrowed_from_French
βουλκανιζατέρ,el,fr,Category:Greek_terms_borrowed_from_French
Βρετάνη,el,fr,Category:Greek_terms_borrowed_from_French
βρώμιο,el,fr,Category:Greek_terms_borrowed_from_French
γάζα,el,fr,Category:Greek_terms_borrowed_from_French
γάντι,el,fr,Category:Greek_terms_borrowed_from_French
γεωθερμικός,el,fr,Category:Greek_terms_borrowed_from_French
γκαζόν,el,fr,Category:Greek_terms_borrowed_from_French
γκαλερί,el,fr,Category:Greek_terms_borrowed_from_French
γκαράζ,el,fr,Category:Greek_terms_borrowed_from_French
γκαρσόνι,el,fr,Category:Greek_terms_borrowed_from_French
γκισέ,el,fr,Category:Greek_terms_borrowed_from_French
Γκραντ Εστ,el,fr,Category:Greek_terms_borrowed_from_French
γκρι,el,fr,Category:Greek_terms_borrowed_from_French
γλυκόζη,el,fr,Category:Greek_terms_borrowed_from_French
γλυπτοθήκη,el,fr,Category:Greek_terms_borrowed_from_French
γραβάτα,el,fr,Category:Greek_terms_borrowed_from_French
γρανάζι,el,fr,Category:Greek_terms_borrowed_from_French
γυπαετός,el,fr,Category:Greek_terms_borrowed_from_French
δακτυλογράφος,el,fr,Category:Greek_terms_borrowed_from_French
δημοτική,el,fr,Category:Greek_terms_borrowed_from_French
διαχρονικός,el,fr,Category:Greek_terms_borrowed_from_French
διπλωματία,el,fr,Category:Greek_terms_borrowed_from_French
δρύπη,el,fr,Category:Greek_terms_borrowed_from_French
δυναμική,el,fr,Category:Greek_terms_borrowed_from_French
εβαπορέ,el,fr,Category:Greek_terms_borrowed_from_French
εγκυκλοπαιδικός,el,fr,Category:Greek_terms_borrowed_from_French
εικονολατρία,el,fr,Category:Greek_terms_borrowed_from_French
εκλαίρ,el,fr,Category:Greek_terms_borrowed_from_French
εκλέρ,el,fr,Category:Greek_terms_borrowed_from_French
ελλειπτικός,el,fr,Category:Greek_terms_borrowed_from_French
εμαγιέ,el,fr,Category:Greek_terms_borrowed_from_French
εμπειρισμός,el,fr,Category:Greek_terms_borrowed_from_French
εξπρές,el,fr,Category:Greek_terms_borrowed_from_French
έξτρα,el,fr,Category:Greek_terms_borrowed_from_French
εποποιία,el,fr,Category:Greek_terms_borrowed_from_French
εστέτ,el,fr,Category:Greek_terms_borrowed_from_French
εστραγκόν,el,fr,Category:Greek_terms_borrowed_from_French
ζαμπόν,el,fr,Category:Greek_terms_borrowed_from_French
ζέβρα,el,fr,Category:Greek_terms_borrowed_from_French
ζέμπρα,el,fr,Category:Greek_terms_borrowed_from_French
ζενίθ,el,fr,Category:Greek_terms_borrowed_from_French
ζούγκλα,el,fr,Category:Greek_terms_borrowed_from_French
ηλεκτρικός,el,fr,Category:Greek_terms_borrowed_from_French
ηωσίνη,el,fr,Category:Greek_terms_borrowed_from_French
θεραπευτική,el,fr,Category:Greek_terms_borrowed_from_French
θερμοδυναμική,el,fr,Category:Greek_terms_borrowed_from_French
θερμόμετρο,el,fr,Category:Greek_terms_borrowed_from_French
ιαγουάρος,el,fr,Category:Greek_terms_borrowed_from_French
-ιανός,el,fr,Category:Greek_terms_borrowed_from_French
Ιαπωνία,el,fr,Category:Greek_terms_borrowed_from_French
Ιλ-ντε-Φρανς,el,fr,Category:Greek_terms_borrowed_from_French
ιμπεριαλισμός,el,fr,Category:Greek_terms_borrowed_from_French
Ιουρασική,el,fr,Category:Greek_terms_borrowed_from_French
ισλαμισμός,el,fr,Category:Greek_terms_borrowed_from_French
ιώδιο,el,fr,Category:Greek_terms_borrowed_from_French
ιωδισμός,el,fr,Category:Greek_terms_borrowed_from_French
καλοριφέρ,el,fr,Category:Greek_terms_borrowed_from_French
καμβάς,el,fr,Category:Greek_terms_borrowed_from_French
Καμερούν,el,fr,Category:Greek_terms_borrowed_from_French
καμουφλάζ,el,fr,Category:Greek_terms_borrowed_from_French
καμουφλάρω,el,fr,Category:Greek_terms_borrowed_from_French
καμπάνια,el,fr,Category:Greek_terms_borrowed_from_French
Καμπερνέ Σοβινιόν,el,fr,Category:Greek_terms_borrowed_from_French
Καμπότζη,el,fr,Category:Greek_terms_borrowed_from_French
καναπές,el,fr,Category:Greek_terms_borrowed_from_French
Κάννες,el,fr,Category:Greek_terms_borrowed_from_French
κανό,el,fr,Category:Greek_terms_borrowed_from_French
καρμανιόλα,el,fr,Category:Greek_terms_borrowed_from_French
καρό,el,fr,Category:Greek_terms_borrowed_from_French
καρτ-ποστάλ,el,fr,Category:Greek_terms_borrowed_from_French
κασκαντέρ,el,fr,Category:Greek_terms_borrowed_from_French
κασκόλ,el,fr,Category:Greek_terms_borrowed_from_French
κατίνα,el,fr,Category:Greek_terms_borrowed_from_French
καυστικός,el,fr,Category:Greek_terms_borrowed_from_French
καφέ,el,fr,Category:Greek_terms_borrowed_from_French
κεκ,el,fr,Category:Greek_terms_borrowed_from_French
κιλό,el,fr,Category:Greek_terms_borrowed_from_French
κιλοβάτ,el,fr,Category:Greek_terms_borrowed_from_French
κινηματογραφία,el,fr,Category:Greek_terms_borrowed_from_French
κινηματογραφικός,el,fr,Category:Greek_terms_borrowed_from_French
κινηματογράφος,el,fr,Category:Greek_terms_borrowed_from_French
κις,el,fr,Category:Greek_terms_borrowed_from_French
κλασικός,el,fr,Category:Greek_terms_borrowed_from_French
κλικ,el,fr,Category:Greek_terms_borrowed_from_French
κλινική,el,fr,Category:Greek_terms_borrowed_from_French
κολιέ,el,fr,Category:Greek_terms_borrowed_from_French
κολιμπρί,el,fr,Category:Greek_terms_borrowed_from_French
κολλώδιο,el,fr,Category:Greek_terms_borrowed_from_French
κομεντί,el,fr,Category:Greek_terms_borrowed_from_French
κομμουνισμός,el,fr,Category:Greek_terms_borrowed_from_French
κομμουνίστρια,el,fr,Category:Greek_terms_borrowed_from_French
κομπέρ,el,fr,Category:Greek_terms_borrowed_from_French
κομπινεζόν,el,fr,Category:Greek_terms_borrowed_from_French
κομπρεσέρ,el,fr,Category:Greek_terms_borrowed_from_French
Κονγκό,el,fr,Category:Greek_terms_borrowed_from_French
κορ ανγκλέ,el,fr,Category:Greek_terms_borrowed_from_French
κορσές,el,fr,Category:Greek_terms_borrowed_from_French
κόρυμβος,el,fr,Category:Greek_terms_borrowed_from_French
Κοτ-ντ'Ορ,el,fr,Category:Greek_terms_borrowed_from_French
κουαφέζα,el,fr,Category:Greek_terms_borrowed_from_French
κουντεπιέ,el,fr,Category:Greek_terms_borrowed_from_French
κουπ,el,fr,Category:Greek_terms_borrowed_from_French
κούρσα,el,fr,Category:Greek_terms_borrowed_from_French
κουστούμι,el,fr,Category:Greek_terms_borrowed_from_French
κραγιόν,el,fr,Category:Greek_terms_borrowed_from_French
κρεμ,el,fr,Category:Greek_terms_borrowed_from_French
κριτική,el,fr,Category:Greek_terms_borrowed_from_French
κρουασάν,el,fr,Category:Greek_terms_borrowed_from_French
λικέρ,el,fr,Category:Greek_terms_borrowed_from_French
λιλά,el,fr,Category:Greek_terms_borrowed_from_French
λιμπεραλισμός,el,fr,Category:Greek_terms_borrowed_from_French
λουξ,el,fr,Category:Greek_terms_borrowed_from_French
μάγια,el,fr,Category:Greek_terms_borrowed_from_French
μαγιό,el,fr,Category:Greek_terms_borrowed_from_French
μαγιονέζα,el,fr,Category:Greek_terms_borrowed_from_French
μακιγιάζ,el,fr,Category:Greek_terms_borrowed_from_French
μακιγιέζ,el,fr,Category:Greek_terms_borrowed_from_French
μακιγιέρ,el,fr,Category:Greek_terms_borrowed_from_French
μακροοικονομικός,el,fr,Category:Greek_terms_borrowed_from_French
μανεκέν,el,fr,Category:Greek_terms_borrowed_from_French
μανικιούρ,el,fr,Category:Greek_terms_borrowed_from_French
μανσέτα,el,fr,Category:Greek_terms_borrowed_from_French
μαοϊσμός,el,fr,Category:Greek_terms_borrowed_from_French
μαόνι,el,fr,Category:Greek_terms_borrowed_from_French
μαργράβος,el,fr,Category:Greek_terms_borrowed_from_French
μαρμελάδα,el,fr,Category:Greek_terms_borrowed_from_French
μαρμότα,el,fr,Category:Greek_terms_borrowed_from_French
μασάζ,el,fr,Category:Greek_terms_borrowed_from_French
μασίς,el,fr,Category:Greek_terms_borrowed_from_French
μάσκα,el,fr,Category:Greek_terms_borrowed_from_French
μεγαλομανία,el,fr,Category:Greek_terms_borrowed_from_French
μεθοδολογία,el,fr,Category:Greek_terms_borrowed_from_French
μενού,el,fr,Category:Greek_terms_borrowed_from_French
μενταγιόν,el,fr,Category:Greek_terms_borrowed_from_French
μετεωρολογία,el,fr,Category:Greek_terms_borrowed_from_French
μετεωρολογικός,el,fr,Category:Greek_terms_borrowed_from_French
μετρό,el,fr,Category:Greek_terms_borrowed_from_French
μετρονόμος,el,fr,Category:Greek_terms_borrowed_from_French
μικροοικονομικός,el,fr,Category:Greek_terms_borrowed_from_French
μικροσκόπιο,el,fr,Category:Greek_terms_borrowed_from_French
Μισέλ,el,fr,Category:Greek_terms_borrowed_from_French
μοβ,el,fr,Category:Greek_terms_borrowed_from_French
μόδα,el,fr,Category:Greek_terms_borrowed_from_French
μοντάζ,el,fr,Category:Greek_terms_borrowed_from_French
μπαγκέτα,el,fr,Category:Greek_terms_borrowed_from_French
μπαλαντέρ,el,fr,Category:Greek_terms_borrowed_from_French
μπαμπάς,el,fr,Category:Greek_terms_borrowed_from_French
μπαράζ,el,fr,Category:Greek_terms_borrowed_from_French
μπαρδόν,el,fr,Category:Greek_terms_borrowed_from_French
μπεζ,el,fr,Category:Greek_terms_borrowed_from_French
Μπενίν,el,fr,Category:Greek_terms_borrowed_from_French
μπετόν,el,fr,Category:Greek_terms_borrowed_from_French
μπετονιέρα,el,fr,Category:Greek_terms_borrowed_from_French
μπιγκουντί,el,fr,Category:Greek_terms_borrowed_from_French
μπικίνι,el,fr,Category:Greek_terms_borrowed_from_French
μπικουτί,el,fr,Category:Greek_terms_borrowed_from_French
μπιμπερό,el,fr,Category:Greek_terms_borrowed_from_French
μπιφτέκι,el,fr,Category:Greek_terms_borrowed_from_French
μπλε,el,fr,Category:Greek_terms_borrowed_from_French
μπλε μαρέν,el,fr,Category:Greek_terms_borrowed_from_French
μπλε μαρίν,el,fr,Category:Greek_terms_borrowed_from_French
μπλουζόν,el,fr,Category:Greek_terms_borrowed_from_French
μπολ,el,fr,Category:Greek_terms_borrowed_from_French
μπουγιαμπέσα,el,fr,Category:Greek_terms_borrowed_from_French
μπουζί,el,fr,Category:Greek_terms_borrowed_from_French
μπουκέτο,el,fr,Category:Greek_terms_borrowed_from_French
μπούκλα,el,fr,Category:Greek_terms_borrowed_from_French
Μπουρκίνα Φάσο,el,fr,Category:Greek_terms_borrowed_from_French
Μπουρούντι,el,fr,Category:Greek_terms_borrowed_from_French
μπουφάν,el,fr,Category:Greek_terms_borrowed_from_French
μπρελόκ,el,fr,Category:Greek_terms_borrowed_from_French
μπροκαντέρ,el,fr,Category:Greek_terms_borrowed_from_French
μπροκαντερί,el,fr,Category:Greek_terms_borrowed_from_French
ναδίρ,el,fr,Category:Greek_terms_borrowed_from_French
ναΐφ,el,fr,Category:Greek_terms_borrowed_from_French
νοσταλγία,el,fr,Category:Greek_terms_borrowed_from_French
νουγκατίνα,el,fr,Category:Greek_terms_borrowed_from_French
ντεκόρ,el,fr,Category:Greek_terms_borrowed_from_French
ντισπανσέρ,el,fr,Category:Greek_terms_borrowed_from_French
ντοκιμαντέρ,el,fr,Category:Greek_terms_borrowed_from_French
ντουζ,el,fr,Category:Greek_terms_borrowed_from_French
ντουί,el,fr,Category:Greek_terms_borrowed_from_French
ντουμπλάρω,el,fr,Category:Greek_terms_borrowed_from_French
ντους,el,fr,Category:Greek_terms_borrowed_from_French
Ντωφινέ,el,fr,Category:Greek_terms_borrowed_from_French
οβάλ,el,fr,Category:Greek_terms_borrowed_from_French
οικολογία,el,fr,Category:Greek_terms_borrowed_from_French
οικολογικός,el,fr,Category:Greek_terms_borrowed_from_French
ολόγραμμα,el,fr,Category:Greek_terms_borrowed_from_French
